49;IT-l;OQC;;Lucy;;2022;< 2;< 2;;3E+02;;8;LNN ring;8;;94,16%;;;99,91%;;90,44%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03838;;;;;;;;;;0,04;30,00;;;;;30.04.2024;;
18;SC;IBM;Falcon;ibmq_jakarta;;yes;8E+00;8E+00;2E+01;1E+02;;7;Falcon r5.11H;6;;98,96%;;;99,97%;;97,47%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
21;SC;IBM;Falcon;ibmq_perth;;yes;8E+00;8E+00;3E+01;1E+02;;7;Falcon r5.11H;6;;97,81%;;;99,97%;;98,70%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
22;SC;IBM;Falcon;ibmq_casablanca;;yes;8E+00;2E+01;3E+01;1E+02;;7;Falcon r4H;6;;99,03%;;;99,98%;;98,05%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
23;SC;IBM;Falcon;ibmq_lagos;;yes;8E+00;3E+01;3E+01;1E+02;;7;Falcon r5.11H;6;;99,24%;;;99,98%;;98,62%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
15;SC;IBM;Falcon;ibmq_lima;;yes;8E+00;8E+00;8E+00;3E+01;;5;Falcon r4T;4;;98,98%;;;99,98%;;97,30%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;; 1,60 € ;;;;31.07.2024;https://www.ibm.com/quantum/pricing;
16;SC;IBM;Falcon;ibmq_belem;;yes;8E+00;8E+00;2E+01;3E+01;;5;Falcon r4T;4;;98,74%;;;99,98%;;97,75%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
17;SC;IBM;Falcon;ibmq_quito;;yes;8E+00;2E+01;2E+01;3E+01;;5;Falcon r4T;4;;98,89%;;;99,98%;;97,17%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
19;SC;IBM;Falcon;ibmq_manila;;yes;2E+01;2E+01;3E+01;3E+01;;5;Falcon r5.11L;4;;98,97%;;;99,97%;;97,28%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
20;SC;IBM;Falcon;ibmq_bogota;;yes;8E+00;8E+00;3E+01;3E+01;;5;Falcon r4L;4;;99,05%;;;99,98%;;96,56%;;;;;;;;;30.03.2022;https://arxiv.org/pdf/2203.03816;;;;;;;;;;;;;;;;;;
3;IT-mw;eleQtron;Ruby;Ruby QSea I;;no;;;;2E+01;;4;All-to-All;10;;96,00%;;;99.96%;;;;2,5E-02;;7,3E-01;6,6E-01;1,3E+00;;;02.10.2025;benchmark as QFT basis 8.10.25, eleQtron internal document, QSea I: Work Package 1.1 Micromilestone 1.4 (version 09.02.2025);;;;;;;;;;;;;;;;;;
65;IT-MW;Oxford Ionics;;-;-;no;;;;4E+00;;2;;;;99,97%;;;100,00%;;100,00%;;;;;;;;;10.10.2025;C. M. Löschnauer, et al., arXiv:2407.07694 (2024) https://doi.org/10.48550/arXiv.2407.07694;;;;;;;;;;;;;;;;;;
69;IT-l;Universal Quantum;-;-;;;;;;4E+00;;2;;;;98,50%;;;99,99%;;;;;;;;;;;10.10.2025;J. Randall, et al., Phys. Rev. A 98, 043414 (2018) [DOI: 10.1103/PhysRevA.98.043414] ;;;;;;;;;;;;;;;;;;
1;IT-mw;eleQtron (EQO);-;-;-;no;;;;2E+00;;8;;;;;;;99,96%;;98,00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;SC;IBM;Hummingbird;-;;yes;;;1E+02;2E+00;;;Hummingbird r3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;IT-l;IonQ;Tempo;;;no;;;;2E+00;64;;;;;;;;;;;3,0E-04;;;;;;;;;;;;;;;95%;;;;;;;;;;;;
48;IT-l;IonQ;;all?;;yes;;;;2E+00;;;All-to-All;;;;;;;;;;;;;;;;;;;;;;;;;0,003;0,030;100,00;;;;;;;31.07.2024;https://ionq.com/programs/research-credits/resource-estimator;
51;NA;Pasqal;;Fresnel1;;yes;;;;2E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 3.000,00 € ;;;31.07.2024;https://learn.microsoft.com/en-us/azure/quantum/pricing?tabs=tabid-paygo%2Ctabid-AQcreditsPasqal%2Ctabid-AQcreditsQ%2Ctabid-AQcreditsRigetti;
58;NA;QuEra;Aquila;Aquila;;yes;;;;2E+00;;336;;;;;;;;;;;1,6E-06;;;;;;;;;;;;;;;;;;1,00;30,00;;;;;30.04.2024;https://aws.amazon.com/braket/pricing/;
59;QEm;QCWare Forge avg.;;;;yes;;;;2E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 2.500,00 € ;;;31.07.2024;https://forge.qcware.com/pricing/;
61;SC;QCWare Forge Rigetti;;?;;yes;;;;2E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 5.000,00 € ;;;31.07.2024;https://forge.qcware.com/pricing/;
62;QEm;QC Ware Forge NVIDIA;;GPU;;yes;;;;2E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 100,00 € ;;;31.07.2024;https://forge.qcware.com/pricing/;
63;IT-mw;Qudora;;XAPHIRO;;no;;;;2E+00;;1;;;;;;;;;;;;;;;;;;;https://www.linkedin.com/posts/qudora_quantumcomputing-trappedions-quantumtechnology-ugcPost-7335963491381530624-7eOz?utm_source=share&utm_medium=member_desktop&rcm=ACoAABXxc-cB6W_-crNGcjaRrFG3vTvvMJPi-BE;;;;;;;;;;;;;;;;;;
64;IT-l;NeQxt;;;;;;;;2E+00;;;;;;;;;;;;n/a;>0,0005;;;;;;;;;n/a;n/a;;;;;;;;;;;;;;;;
68;NA;Atom;;;;;;;;2E+00;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;IT-mw;eleQtron;Emerald;Emerald QSea II ;;no;;;;1E+00;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;IT-mw;eleQtron;Ruby;Ruby EPIQ I.1;;no;;;;1E+00;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;IT-mw;eleQtron;Ruby;Ruby EPIQ I.2;;no;;;;1E+00;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;IT-mw;eleQtron (Team);-;Uni Siegen System;;no;;;;1E+00;;0;;;;98,00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;SC;IBM; Heron r2 ;ibm_kingston;;;;;5E+02;;;156; Heron r2 ;;99,91%;-;;;;;;2,5E-08;;;;;;2,5E+05;;;;;;;;;;;;;;;; 5.760,00 € ;;;;https://www.ibm.com/quantum/pricing#compare-features;so it is not specified anymore what system you get access to, it is dependent ton your location.
36;SC;IBM; Heron r2 ;ibm_fez;;;;;5E+02;;;156; Heron r2 ;;99,86%;-;;;;;;2,5E-08;;;;;;2,0E+05;;;;;;;;;;;;;;;; 5.760,00 € ;;;;https://www.ibm.com/quantum/pricing#compare-features;so it is not specified anymore what system you get access to, it is dependent ton your location.
37;SC;IBM; Heron r2 ;ibm_marrakesh;;;;;5E+02;;;156; Heron r2 ;;99,88%;-;;;;;;2,5E-08;;;;;;2,0E+05;;;;;;;;;;;;;;;; 5.760,00 € ;;;;https://www.ibm.com/quantum/pricing#compare-features;so it is not specified anymore what system you get access to, it is dependent ton your location.
38;SC;IBM; Heron r1 ;ibm_torino;;;;;;;;133; Heron r1 ;;99,85%;-;;;;;;2,5E-08;;;;;;2,1E+05;;;;;;;;;;;;;;;; 5.760,00 € ;;;;https://www.ibm.com/quantum/pricing#compare-features;so it is not specified anymore what system you get access to, it is dependent ton your location.
39;SC;IBM; Eagle r3 ;ibm_brisbane;;;;;1E+02;;;127; Eagle r3 ;;99,72%;-;;;;;;2,5E-08;;;;;;1,8E+05;;;;;;;;;;;;;;;; 5.760,00 € ;;;;https://www.ibm.com/quantum/pricing#compare-features;so it is not specified anymore what system you get access to, it is dependent ton your location.
70;SC-QA;DWAVE system;Advantage2;Advantage2 tm Quantum computer;2023;yes;;;;;;4400;Zephyr;40000 couplers;;;;;;;;;;(100-200)E-04;;;;;;;;;;;;;;;;;;;; 2.000,00 € ;;;;;Free tier available (1 min QPU time, followed by an agreement with DWAVE) hence, not publicly disclosed, price is based on the first version of leap (not leap2) which had this pricing: https://venturebeat.com/business/d-wave-announces-leap-2-its-cloud-service-for-quantum-computing-applications
73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
